osm_id,installation_date,installation_date_source,installation_date_url,operational_date,operational_date_source,operational_date_url,date_notes
261326106,,,,,,,
2986637275,,,,,,,
7025421509,,,,,,,
9213232773,,,,,,,
9213245005,,,,,,,
9255130981,,,,,,,
9255130982,,,,,,,
9255130983,,,,,,,
9404107657,,,,,,,
10057056538,,,,,,,
10765186749,,,,,,,
10765186750,,,,,,,
10765186751,,,,,,,
10765186752,,,,,,,
10765186753,,,,,,,
10765186754,,,,,,,
10765186755,,,,,,,
10765186756,,,,,,,
10765186757,,,,,,,
10765186758,,,,,,,
10765186759,,,,,,,
10767134880,,,,,,,
10767134881,,,,,,,
10767134882,,,,,,,
10780034864,,,,,,,
10780034865,,,,,,,
10838066134,,,,,,,
10838066135,,,,,,,
10838066139,,,,,,,
10878734452,,,,,,,
10886812428,,,,,,,
10886812429,,,,,,,
10886839489,,,,,,,
10886839490,,,,,,,
10887548046,,,,,,,
10913619205,,,,,,,
10918389235,,,,,,,
10918389236,,,,,,,
10926547591,,,,,,,
10926547592,,,,,,,
10926547593,,,,,,,
10926547594,,,,,,,
10926547595,,,,,,,
10926547596,,,,,,,
10926547597,,,,,,,
10926547598,,,,,,,
10948354983,,,,,,,
10948354984,,,,,,,
10962672187,,,,,,,
10968615073,,,,,,,
10968615077,,,,,,,
10968615080,,,,,,,
10968615081,,,,,,,
10968643037,,,,,,,
10968643038,,,,,,,
10968643041,,,,,,,
10968643046,,,,,,,
10968643051,,,,,,,
10968651874,,,,,,,
10968651875,,,,,,,
10968651876,,,,,,,
10968651877,,,,,,,
10968651878,,,,,,,
10968651883,,,,,,,
10968651884,,,,,,,
10968651885,,,,,,,
10968651887,,,,,,,
10968651889,,,,,,,
10968651890,,,,,,,
10997293627,,,,,,,
11016329327,,,,,,,
11016775374,,,,,,,
11016775375,,,,,,,
11016775376,,,,,,,
11016775377,,,,,,,
11040424647,,,,,,,
11040424650,,,,,,,
11052797776,,,,,,,
11086127546,,,,,,,
11086127547,,,,,,,
11086127548,,,,,,,
11092759460,,,,,,,
11097622393,,,,,,,
11097622394,,,,,,,
11098183823,,,,,,,
11098381975,,,,,,,
11098381976,,,,,,,
11098381977,,,,,,,
11098381978,,,,,,,
11098381979,,,,,,,
11098381980,,,,,,,
11098381981,,,,,,,
11098381982,,,,,,,
11098381983,,,,,,,
11098381984,,,,,,,
11098381985,,,,,,,
11135487050,,,,,,,
11135487051,,,,,,,
11152172380,,,,,,,
11157999665,,,,,,,
11157999666,,,,,,,
11157999667,,,,,,,
11157999668,,,,,,,
11158252257,,,,,,,
11184621333,,,,,,,
11218784867,,,,,,,
11230512892,,,,,,,
11230514297,,,,,,,
11230514298,,,,,,,
11232808356,,,,,,,
11232808357,,,,,,,
11232808358,,,,,,,
11232808359,,,,,,,
11232809988,,,,,,,
11232809989,,,,,,,
11232841648,,,,,,,
11237125126,,,,,,,
11241901562,,,,,,,
11242235185,,,,,,,
11242235187,,,,,,,
11246746272,,,,,,,
11246751093,,,,,,,
11246854788,,,,,,,
11246854791,,,,,,,
