slug,agency,city,state,is_portal,portal_url,connection_count,latitude,longitude
lakeville-mn-pd,Lakeville MN PD,Lakeville,MN,True,https://transparency.flocksafety.com/lakeville-mn-pd,112,44.6761,-93.2517
maple-grove-mn-pd,Maple Grove MN PD,Maple Grove,MN,True,https://transparency.flocksafety.com/maple-grove-mn-pd,83,45.1128,-93.463
maplewood-mn-pd,Maplewood MN PD,Maplewood,MN,True,https://transparency.flocksafety.com/maplewood-mn-pd,29,45.019,-93.0311
medina-mn-pd,Medina MN PD,Medina,MN,True,https://transparency.flocksafety.com/medina-mn-pd,89,45.0345,-93.5756
moorhead-mn-pd,Moorhead MN PD,Moorhead,MN,True,https://transparency.flocksafety.com/moorhead-mn-pd,0,46.8647,-96.7446
mounds-view-mn-pd,Mounds View MN PD,Mounds View,MN,True,https://transparency.flocksafety.com/mounds-view-mn-pd,90,45.1067,-93.2068
new-brighton-dept-of-pub-safety-mn,New Brighton MN PD,New Brighton,MN,True,https://transparency.flocksafety.com/new-brighton-dept-of-pub-safety-mn,52,45.0672,-93.2058
new-prague-mn-pd,New Prague MN PD,New Prague,MN,True,https://transparency.flocksafety.com/new-prague-mn-pd,0,44.5457,-93.5756
orono-mn-pd,Orono MN PD,Orono,MN,True,https://transparency.flocksafety.com/orono-mn-pd,78,44.961,-93.5877
owatonna-mn-pd,Owatonna MN PD,Owatonna,MN,True,https://transparency.flocksafety.com/owatonna-mn-pd,119,44.0919,-93.2317
plymouth-mn-pd,Plymouth MN PD,Plymouth,MN,True,https://transparency.flocksafety.com/plymouth-mn-pd,61,45.0223,-93.4629
prior-lake-mn-pd,Prior Lake MN PD,Prior Lake,MN,True,https://transparency.flocksafety.com/prior-lake-mn-pd,26,44.7256,-93.4409
ramsey-mn-pd,Ramsey MN PD,Ramsey,MN,True,https://transparency.flocksafety.com/ramsey-mn-pd,77,45.26,-93.4522
rogers-mn-pd,Rogers MN PD,Rogers,MN,True,https://transparency.flocksafety.com/rogers-mn-pd,46,45.1838,-93.5717
roseville-mn-pd,Roseville MN PD,Roseville,MN,True,https://transparency.flocksafety.com/roseville-mn-pd,53,45.0156,-93.1538
sartell-mn-pd,Sartell MN PD,Sartell,MN,True,https://transparency.flocksafety.com/sartell-mn-pd,8,45.6181,-94.2122
south-saint-paul-mn-pd,South St. Paul MN PD,South St. Paul,MN,True,https://transparency.flocksafety.com/south-saint-paul-mn-pd,0,44.888,-93.0405
spring-lake-park-mn-pd,Spring Lake Park MN PD,Spring Lake Park,MN,True,https://transparency.flocksafety.com/spring-lake-park-mn-pd,72,45.1159,-93.2452
st-louis-county-mn-so,St Louis County MN SO,St. Louis County,MN,True,https://transparency.flocksafety.com/st-louis-county-mn-so,35,47.5786,-92.5146
st-paul-mn-pd,St Paul MN PD,St Paul,MN,True,https://transparency.flocksafety.com/st-paul-mn-pd,58,44.9537,-93.09
st-cloud-mn-pd,St. Cloud MN PD,St. Cloud,MN,True,https://transparency.flocksafety.com/st-cloud-mn-pd,12,45.5267,-94.171
saint-louis-park-mn-pd,St. Louis Park MN PD,St. Louis Park,MN,True,https://transparency.flocksafety.com/saint-louis-park-mn-pd,42,44.9487,-93.365
stillwater-mn-pd,Stillwater MN PD,Stillwater,MN,True,https://transparency.flocksafety.com/stillwater-mn-pd,267,45.0586,-92.8304
university-of-minnesota-mn-pd-twin-cities,University of Minnesota MN PD,,MN,True,https://transparency.flocksafety.com/university-of-minnesota-mn-pd-twin-cities,0,44.974,-93.2277
wayzata-mn-pd,Wayzata MN PD,Wayzata,MN,True,https://transparency.flocksafety.com/wayzata-mn-pd,84,44.97,-93.5182
west-hennepin-mn-public-safety-department,West Hennepin MN PD,West Hennepin,MN,True,https://transparency.flocksafety.com/west-hennepin-mn-public-safety-department,74,46.1519,-96.1831
willmar-mn-pd,Willmar MN PD,Willmar,MN,True,https://transparency.flocksafety.com/willmar-mn-pd,49,45.121,-95.0587
wright-county-mn-so,Wright County MN SO,Wright County,MN,True,https://transparency.flocksafety.com/wright-county-mn-so,51,46.6725,-93.0069
wyoming-mn-pd,Wyoming MN PD,Wyoming,MN,True,https://transparency.flocksafety.com/wyoming-mn-pd,22,45.3399,-92.9684
audrain-county-mo-so,Audrain County MO SO,Audrain County,MO,True,https://transparency.flocksafety.com/audrain-county-mo-so,141,39.2145,-91.8434
belton-mo-pd,Belton MO PD,Belton,MO,True,https://transparency.flocksafety.com/belton-mo-pd,102,38.8187,-94.5296
blue-springs-mo-pd,Blue Springs MO PD,Blue Springs,MO,True,https://transparency.flocksafety.com/blue-springs-mo-pd,1615,39.012,-94.2676
bowling-green-mo-pd,Bowling Green MO PD,Bowling Green,MO,True,https://transparency.flocksafety.com/bowling-green-mo-pd,960,39.3448,-91.2025
brentwood-mo-pd,Brentwood MO PD,Brentwood,MO,True,https://transparency.flocksafety.com/brentwood-mo-pd,1478,38.6194,-90.3475
chesterfield-mo-pd,Chesterfield MO PD,Chesterfield,MO,True,https://transparency.flocksafety.com/chesterfield-mo-pd,144,38.6581,-90.576
clayton-mo-pd,Clayton MO PD,Clayton,MO,True,https://transparency.flocksafety.com/clayton-mo-pd,315,38.6444,-90.3302
columbia-mo-pd,Columbia MO PD,Columbia,MO,True,https://transparency.flocksafety.com/columbia-mo-pd,159,38.9473,-92.3264
excelsior-springs-mo-pd,Excelsior Springs MO PD,Excelsior Springs,MO,True,https://transparency.flocksafety.com/excelsior-springs-mo-pd,210,39.3399,-94.241
festus-mo-pd,Festus MO PD,Festus,MO,True,https://transparency.flocksafety.com/festus-mo-pd,1964,38.2194,-90.4097
gladstone-mo-pd,Gladstone MO PD,Gladstone,MO,True,https://transparency.flocksafety.com/gladstone-mo-pd,36,39.213,-94.559
grain-valley-mo-pd,Grain Valley MO PD,Grain Valley,MO,True,https://transparency.flocksafety.com/grain-valley-mo-pd,255,39.015,-94.2164
hannibal-mo-pd,Hannibal MO PD,Hannibal,MO,True,https://transparency.flocksafety.com/hannibal-mo-pd,130,39.7102,-91.394
hazelwood-mo-pd,Hazelwood MO PD,Hazelwood,MO,True,https://transparency.flocksafety.com/hazelwood-mo-pd,131,38.7947,-90.396
joplin-mo-pd,Joplin MO PD,Joplin,MO,True,https://transparency.flocksafety.com/joplin-mo-pd,200,37.0752,-94.5013
kearney-mo-pd,Kearney MO PD,Kearney,MO,True,https://transparency.flocksafety.com/kearney-mo-pd,234,39.3551,-94.3586
kirkwood-mo-pd,Kirkwood MO PD,Kirkwood,MO,True,https://transparency.flocksafety.com/kirkwood-mo-pd,285,38.5794,-90.4209
lebanon-mo-pd,Lebanon MO PD,Lebanon,MO,True,https://transparency.flocksafety.com/lebanon-mo-pd,714,37.6721,-92.6597
lees-summit-mo-pd,Lee's Summit MO PD,Lee's Summit,MO,True,https://transparency.flocksafety.com/lees-summit-mo-pd,94,38.9216,-94.3848
liberty-mo-pd,Liberty MO PD,Liberty,MO,True,https://transparency.flocksafety.com/liberty-mo-pd,1489,39.2413,-94.4194
louisiana-mo-pd,Louisiana MO PD,Louisiana,MO,True,https://transparency.flocksafety.com/louisiana-mo-pd,23,39.4415,-91.062
manchester-mo-pd,Manchester MO PD,Manchester,MO,True,https://transparency.flocksafety.com/manchester-mo-pd,1547,38.583,-90.5064
maplewood-mo-pd,Maplewood MO PD,Maplewood,MO,True,https://transparency.flocksafety.com/maplewood-mo-pd,160,38.6121,-90.3239
monett-mo-pd,Monett MO PD,Monett,MO,True,https://transparency.flocksafety.com/monett-mo-pd,979,36.9215,-93.9271
nixa-mo-pd,Nixa MO PD,Nixa,MO,True,https://transparency.flocksafety.com/nixa-mo-pd,1308,37.0451,-93.2959
odessa-mo-pd,Odessa MO PD,Odessa,MO,True,https://transparency.flocksafety.com/odessa-mo-pd,87,38.9994,-93.9664
overland-mo-pd,Overland MO PD,Overland,MO,True,https://transparency.flocksafety.com/overland-mo-pd,137,38.6959,-90.3683
palmyra-mo-pd,Palmyra MO PD,Palmyra,MO,True,https://transparency.flocksafety.com/palmyra-mo-pd,1177,39.7978,-91.5265
phelps-county-mo-so,Phelps County MO SO,Phelps County,MO,True,https://transparency.flocksafety.com/phelps-county-mo-so,89,37.8663,-91.7903
platte-city-mo-pd,Platte City MO PD,Platte City,MO,True,https://transparency.flocksafety.com/platte-city-mo-pd,221,39.3597,-94.7563
pulaski-county-mo-so,Pulaski County MO SO,Pulaski County,MO,True,https://transparency.flocksafety.com/pulaski-county-mo-so,125,37.8248,-92.207
richmond-heights-mo-pd,Richmond Heights MO PD,Richmond Heights,MO,True,https://transparency.flocksafety.com/richmond-heights-mo-pd,2045,38.6309,-90.3332
sedalia-mo-pd,Sedalia MO PD,Sedalia,MO,True,https://transparency.flocksafety.com/sedalia-mo-pd,93,38.706,-93.2345
shrewsbury-mo-pd,Shrewsbury MO PD,Shrewsbury,MO,True,https://transparency.flocksafety.com/shrewsbury-mo-pd,39,38.5866,-90.3282
springfield-mo-pd,Springfield MO PD,Springfield,MO,True,https://transparency.flocksafety.com/springfield-mo-pd,516,37.1942,-93.2926
st-charles-city-mo-pd,St Charles City MO PD,St. Charles City,MO,True,https://transparency.flocksafety.com/st-charles-city-mo-pd,420,38.7957,-90.5154
st-peters-mo-pd,St Peters MO PD,St. Peters,MO,True,https://transparency.flocksafety.com/st-peters-mo-pd,351,38.7816,-90.6042
st-francois-county-mo-so,St. Francois County MO SO,St. Francois County,MO,True,https://transparency.flocksafety.com/st-francois-county-mo-so,2078,37.8107,-90.4739
st-joseph-mo-pd,St. Joseph MO PD,St. Joseph,MO,True,https://transparency.flocksafety.com/st-joseph-mo-pd,278,39.7595,-94.8211
university-city-mo-pd,University City MO PD,University City,MO,True,https://transparency.flocksafety.com/university-city-mo-pd,141,38.6657,-90.3315
warrenton-mo-pd,Warrenton MO PD,Warrenton,MO,True,https://transparency.flocksafety.com/warrenton-mo-pd,69,38.8191,-91.1379
webster-groves-mo-pd,Webster Groves MO PD,Webster Groves,MO,True,https://transparency.flocksafety.com/webster-groves-mo-pd,1910,38.5866,-90.3544
wentzville-mo-pd,Wentzville MO PD,Wentzville,MO,True,https://transparency.flocksafety.com/wentzville-mo-pd,1967,38.8165,-90.8708
city-of-willard-mo-pd,Willard MO PD,Willard,MO,True,https://transparency.flocksafety.com/city-of-willard-mo-pd,0,37.293,-93.4171
wright-city-mo-pd,Wright City MO PD,Wright City,MO,True,https://transparency.flocksafety.com/wright-city-mo-pd,1726,38.8322,-91.0356
crystal-springs-ms-pd,Crystal Springs MS PD,Crystal Springs,MS,True,https://transparency.flocksafety.com/crystal-springs-ms-pd,1393,31.99,-90.3553
greenville-ms-pd,Greenville MS PD,Greenville,MS,True,https://transparency.flocksafety.com/greenville-ms-pd,74,33.3835,-91.0523
ahoskie-nc-pd,Ahoskie NC PD,Ahoskie,NC,True,https://transparency.flocksafety.com/ahoskie-nc-pd,85,36.2841,-76.9901
angier-nc-pd,Angier NC PD,Angier,NC,True,https://transparency.flocksafety.com/angier-nc-pd,114,35.5146,-78.7401
apex-nc-pd,Apex NC PD,Apex,NC,True,https://transparency.flocksafety.com/apex-nc-pd,1294,35.7246,-78.8787
app-state-university-nc-pd,App State University NC PD,,NC,True,https://transparency.flocksafety.com/app-state-university-nc-pd,98,36.0378,-79.0343
asheville-nc-pd,Asheville NC PD,Asheville,NC,True,https://transparency.flocksafety.com/asheville-nc-pd,150,35.571,-82.5527
belmont-nc-pd,Belmont NC PD,Belmont,NC,True,https://transparency.flocksafety.com/belmont-nc-pd,134,35.2213,-81.0411
bessemer-city-nc-pd,Bessemer City NC PD,Bessemer City,NC,True,https://transparency.flocksafety.com/bessemer-city-nc-pd,1811,35.2843,-81.2829
boiling-springs-nc-pd,Boiling Springs NC PD,Boiling Springs,NC,True,https://transparency.flocksafety.com/boiling-springs-nc-pd,46,35.2521,-81.6636
boone-nc-pd,Boone NC PD,Boone,NC,True,https://transparency.flocksafety.com/boone-nc-pd,76,36.2138,-81.6652
brunswick-county-nc-so,Brunswick County NC SO,Brunswick County,NC,True,https://transparency.flocksafety.com/brunswick-county-nc-so,214,34.0388,-78.2278
carolina-beach-nc-pd-,Carolina Beach NC PD,Carolina Beach,NC,True,https://transparency.flocksafety.com/carolina-beach-nc-pd-,221,34.0419,-77.8998
chadbourn-nc-pd,Chadbourn NC PD,Chadbourn,NC,True,https://transparency.flocksafety.com/chadbourn-nc-pd,2164,34.3252,-78.825
cleveland-county-so-,Cleveland County NC SO,Cleveland County,NC,True,https://transparency.flocksafety.com/cleveland-county-so-,131,35.3346,-81.5571
columbus-nc-pd,Columbus NC PD,Columbus,NC,True,https://transparency.flocksafety.com/columbus-nc-pd,1661,35.2512,-82.2098
town-of-connelley-springs-nc,Connelley Springs NC PD,Connelley Springs,NC,True,https://transparency.flocksafety.com/town-of-connelley-springs-nc,1810,35.7429,-81.5134
craven-county-abc-board-nc,Craven County NC SO,Craven County,NC,True,https://transparency.flocksafety.com/craven-county-abc-board-nc,1643,35.1168,-77.0813
creedmoor-nc-pd,Creedmoor NC PD,Creedmoor,NC,True,https://transparency.flocksafety.com/creedmoor-nc-pd,306,36.125,-78.678
dare-county-nc-so,Dare County NC SO,Dare County,NC,True,https://transparency.flocksafety.com/dare-county-nc-so,173,35.6063,-75.7675
davidson-nc-pd,Davidson NC PD,Davidson,NC,True,https://transparency.flocksafety.com/davidson-nc-pd,179,35.4807,-80.8209
davie-county-nc-so,Davie County NC SO,Davie County,NC,True,https://transparency.flocksafety.com/davie-county-nc-so,156,35.9294,-80.5426
duck-nc-pd,Duck NC PD,Duck,NC,True,https://transparency.flocksafety.com/duck-nc-pd,204,36.1857,-75.755
elizabethtown-nc-pd,Elizabethtown NC PD,Elizabethtown,NC,True,https://transparency.flocksafety.com/elizabethtown-nc-pd,264,34.622,-78.6068
franklinton-nc-pd,Franklinton NC PD,Franklinton,NC,True,https://transparency.flocksafety.com/franklinton-nc-pd,139,36.1011,-78.4551
nc-fuquay-varina-pd,Fuquay-Varina NC PD,Fuquay-Varina,NC,True,https://transparency.flocksafety.com/nc-fuquay-varina-pd,133,35.5951,-78.7766
garner-nc-pd,Garner NC PD,Garner,NC,True,https://transparency.flocksafety.com/garner-nc-pd,95,35.6936,-78.6149
gastonia-nc-pd,Gastonia NC PD,Gastonia,NC,True,https://transparency.flocksafety.com/gastonia-nc-pd,204,35.249,-81.1848
greensboro-nc-pd,Greensboro NC PD,Greensboro,NC,True,https://transparency.flocksafety.com/greensboro-nc-pd,210,36.0949,-79.8236
greenville-nc-pd,Greenville NC PD,Greenville,NC,True,https://transparency.flocksafety.com/greenville-nc-pd,122,35.5964,-77.3753
hamlet-pd-,"Hamlet, NC NC PD","Hamlet, NC",NC,True,https://transparency.flocksafety.com/hamlet-pd-,248,34.8849,-79.6942
henderson-county-nc-so-,Henderson County NC SO,Henderson County,NC,True,https://transparency.flocksafety.com/henderson-county-nc-so-,2076,36.326,-78.4149
hickory-nc-pd,Hickory NC PD,Hickory,NC,True,https://transparency.flocksafety.com/hickory-nc-pd,273,35.7401,-81.3218
hillsborough-nc-pd,Hillsborough NC PD,Hillsborough,NC,True,https://transparency.flocksafety.com/hillsborough-nc-pd,107,36.0779,-79.098
hoke-county-nc-so,Hoke County NC SO,Hoke County,NC,True,https://transparency.flocksafety.com/hoke-county-nc-so,111,35.0172,-79.242
hope-mills-nc-pd,Hope Mills NC PD,Hope Mills,NC,True,https://transparency.flocksafety.com/hope-mills-nc-pd,1413,34.97,-78.9606
hudson-nc-pd,Hudson NC PD,Hudson,NC,True,https://transparency.flocksafety.com/hudson-nc-pd,138,35.8477,-81.4867
huntersville-pd-nc,Huntersville NC PD,Huntersville,NC,True,https://transparency.flocksafety.com/huntersville-pd-nc,142,35.4068,-80.8687
kill-devil-hills-nc-pd,Kill Devil Hills NC PD,Kill Devil Hills,NC,True,https://transparency.flocksafety.com/kill-devil-hills-nc-pd,1486,36.0171,-75.6714
knightdale-nc-pd,Knightdale NC PD,Knightdale,NC,True,https://transparency.flocksafety.com/knightdale-nc-pd,37,35.7917,-78.4965
kure-beach-nc-pd,Kure Beach NC PD,Kure Beach,NC,True,https://transparency.flocksafety.com/kure-beach-nc-pd,141,33.9993,-77.9076
locust-nc-pd,Locust NC PD,Locust,NC,True,https://transparency.flocksafety.com/locust-nc-pd,4,35.2686,-80.4367
matthews-nc-pd,Matthews NC PD,Matthews,NC,True,https://transparency.flocksafety.com/matthews-nc-pd,1806,35.1198,-80.7097
mint-hill-nc-pd,Mint Hill NC PD,Mint Hill,NC,True,https://transparency.flocksafety.com/mint-hill-nc-pd,1936,35.1785,-80.6557
mitchell-county-nc-so,Mitchell County NC SO,Mitchell County,NC,True,https://transparency.flocksafety.com/mitchell-county-nc-so,2029,36.0131,-82.1636
monroe-nc-pd,Monroe NC PD,Monroe,NC,True,https://transparency.flocksafety.com/monroe-nc-pd,139,35.0016,-80.5613
mooresville-nc-pd,Mooresville NC PD,Mooresville,NC,True,https://transparency.flocksafety.com/mooresville-nc-pd,134,35.5837,-80.8278
mt-holly-nc-pd,Mount Holly NC PD,Mount Holly,NC,True,https://transparency.flocksafety.com/mt-holly-nc-pd,154,35.3144,-81.0066
nags-head-nc-pd,Nags Head NC PD,Nags Head,NC,True,https://transparency.flocksafety.com/nags-head-nc-pd,303,35.9475,-75.6257
nashville-nc-pd-,Nashville NC PD,Nashville,NC,True,https://transparency.flocksafety.com/nashville-nc-pd-,241,35.9692,-77.9567
new-hanover-county-nc-so,New Hanover County NC SO,New Hanover County,NC,True,https://transparency.flocksafety.com/new-hanover-county-nc-so,198,34.1834,-77.8642
oakboro-nc-pd,Oakboro NC PD,Oakboro,NC,True,https://transparency.flocksafety.com/oakboro-nc-pd,57,35.2285,-80.3342
pender-county-nc-so,Pender County NC SO,Pender County,NC,True,https://transparency.flocksafety.com/pender-county-nc-so,66,34.5126,-77.8881
pinehurst-nc-pd,Pinehurst NC PD,Pinehurst,NC,True,https://transparency.flocksafety.com/pinehurst-nc-pd,83,35.1911,-79.4698
pineville-nc-pd,Pineville NC PD,Pineville,NC,True,https://transparency.flocksafety.com/pineville-nc-pd,122,35.0937,-80.8935
pittsboro-nc-pd,Pittsboro NC PD,Pittsboro,NC,True,https://transparency.flocksafety.com/pittsboro-nc-pd,25,35.7278,-79.1689
plymouth-nc-pd,Plymouth NC PD,Plymouth,NC,True,https://transparency.flocksafety.com/plymouth-nc-pd,1,35.8585,-76.7482
polkton-nc-pd,Polkton NC PD,Polkton,NC,True,https://transparency.flocksafety.com/polkton-nc-pd,913,35.003,-80.1963
raleigh-nc-pd,Raleigh NC PD,Raleigh,NC,True,https://transparency.flocksafety.com/raleigh-nc-pd,227,35.8319,-78.641
roanoke-rapids-nc-pd,Roanoke Rapids NC PD,Roanoke Rapids,NC,True,https://transparency.flocksafety.com/roanoke-rapids-nc-pd,322,36.446,-77.6486
rowan-county-nc-so,Rowan County NC SO,Rowan County,NC,True,https://transparency.flocksafety.com/rowan-county-nc-so,1772,35.6414,-80.5217
roxboro-nc-pd,Roxboro NC PD,Roxboro,NC,True,https://transparency.flocksafety.com/roxboro-nc-pd,308,36.3946,-78.9773
sharpsburg-nc-pd,Sharpsburg NC PD,Sharpsburg,NC,True,https://transparency.flocksafety.com/sharpsburg-nc-pd,98,35.8664,-77.8303
smithfield-nc-pd,Smithfield NC PD,Smithfield,NC,True,https://transparency.flocksafety.com/smithfield-nc-pd,92,35.5238,-78.3522
southern-shores-nc-pd,Southern Shores NC PD,Southern Shores,NC,True,https://transparency.flocksafety.com/southern-shores-nc-pd,217,36.1167,-75.733
st-pauls-nc-pd,St Pauls NC PD,St Pauls,NC,True,https://transparency.flocksafety.com/st-pauls-nc-pd,264,34.8066,-78.9711
stanley-nc-pd,Stanley NC PD,Stanley,NC,True,https://transparency.flocksafety.com/stanley-nc-pd,98,35.3547,-81.0918
surf-city-nc-pd,Surf City NC PD,Surf City,NC,True,https://transparency.flocksafety.com/surf-city-nc-pd,32,34.4373,-77.5349
tabor-city-nc-pd,Tabor City NC PD,Tabor City,NC,True,https://transparency.flocksafety.com/tabor-city-nc-pd,153,34.1545,-78.8732
transylvania-county-nc-so,Transylvania County NC SO,Transylvania County,NC,True,https://transparency.flocksafety.com/transylvania-county-nc-so,2604,35.2101,-82.8167
troutman-nc-pd,Troutman NC PD,Troutman,NC,True,https://transparency.flocksafety.com/troutman-nc-pd,222,35.7005,-80.8877
warsaw-nc-pd,Warsaw NC PD,Warsaw,NC,True,https://transparency.flocksafety.com/warsaw-nc-pd,42,34.9996,-78.0927
waxhaw-nc-pd,Waxhaw NC PD,Waxhaw,NC,True,https://transparency.flocksafety.com/waxhaw-nc-pd,1677,34.9375,-80.74
whiteville-nc-pd,Whiteville NC PD,Whiteville,NC,True,https://transparency.flocksafety.com/whiteville-nc-pd,204,34.3305,-78.7014
wilkesboro-nc-pd,Wilkesboro NC PD,Wilkesboro,NC,True,https://transparency.flocksafety.com/wilkesboro-nc-pd,276,36.1424,-81.1769
wrightsville-beach-nc-pd,Wrightsville Beach NC PD,Wrightsville Beach,NC,True,https://transparency.flocksafety.com/wrightsville-beach-nc-pd,218,34.213,-77.7979
yancey-county-nc-so,Yancey County NC SO,Yancey County,NC,True,https://transparency.flocksafety.com/yancey-county-nc-so,153,35.8893,-82.304
fargo-nd-pd,Fargo ND PD,Fargo,ND,True,https://transparency.flocksafety.com/fargo-nd-pd,15,46.8647,-96.8291
nd-west-fargo-pd,West Fargo ND PD,West Fargo,ND,True,https://transparency.flocksafety.com/nd-west-fargo-pd,1,46.8564,-96.9048
chadron-ne-pd,Chadron NE PD,Chadron,NE,True,https://transparency.flocksafety.com/chadron-ne-pd,5,42.826,-103.0025
dakota-county-ne-so,Dakota County NE SO,Dakota County,NE,True,https://transparency.flocksafety.com/dakota-county-ne-so,711,42.3916,-96.5613
douglas-county-ne-so,Douglas County NE SO,Douglas County,NE,True,https://transparency.flocksafety.com/douglas-county-ne-so,94,41.2971,-96.1541
gering-ne-pd-,Gering NE PD,Gering,NE,True,https://transparency.flocksafety.com/gering-ne-pd-,390,41.827,-103.6625
gosper-county-ne-so,Gosper County NE SO,Gosper County,NE,True,https://transparency.flocksafety.com/gosper-county-ne-so,29,40.5091,-99.8232
grand-island-ne-pd,Grand Island NE PD,Grand Island,NE,True,https://transparency.flocksafety.com/grand-island-ne-pd,1069,40.9214,-98.3586
hall-county-ne-so,Hall County NE SO,Hall County,NE,True,https://transparency.flocksafety.com/hall-county-ne-so,82,40.866,-98.5027
kearney-ne-pd,Kearney NE PD,Kearney,NE,True,https://transparency.flocksafety.com/kearney-ne-pd,81,40.7017,-99.0823
lincoln-county-so-ne,Lincoln County NE SO,Lincoln County,NE,True,https://transparency.flocksafety.com/lincoln-county-so-ne,167,40.8089,-96.6779
logan-county-ne-so,Logan County NE SO,Logan County,NE,True,https://transparency.flocksafety.com/logan-county-ne-so,36,41.5422,-100.4437
north-platte-ne-pd,North Platte NE PD,North Platte,NE,True,https://transparency.flocksafety.com/north-platte-ne-pd,35,41.1253,-100.7634
sarpy-county-ne-so,Sarpy County NE SO,Sarpy County,NE,True,https://transparency.flocksafety.com/sarpy-county-ne-so,1330,41.1151,-96.1091
scottsbluff-ne-pd,Scottsbluff NE PD,Scottsbluff,NE,True,https://transparency.flocksafety.com/scottsbluff-ne-pd,656,41.8681,-103.662
south-sioux-city-ne-pd-,South Sioux City NE PD,South Sioux City,NE,True,https://transparency.flocksafety.com/south-sioux-city-ne-pd-,85,42.463,-96.4132
thurston-county-ne-so,Thurston County NE SO,Thurston County,NE,True,https://transparency.flocksafety.com/thurston-county-ne-so,33,42.1541,-96.5339
wheeler-county-ne-so-,Wheeler County NE SO,Wheeler County,NE,True,https://transparency.flocksafety.com/wheeler-county-ne-so-,939,41.9226,-98.5209
cranbury-nj-pd,Cranbury NJ PD,Cranbury,NJ,True,https://transparency.flocksafety.com/cranbury-nj-pd,93,40.3135,-74.5202
edison-nj-pd,Edison NJ PD,Edison,NJ,True,https://transparency.flocksafety.com/edison-nj-pd,14,40.5169,-74.4063
franklin-nj-pd,Franklin NJ PD,Franklin,NJ,True,https://transparency.flocksafety.com/franklin-nj-pd,2,41.122,-74.5796
green-brook-twp-nj-pd,Green Brook NJ PD,Green Brook,NJ,True,https://transparency.flocksafety.com/green-brook-twp-nj-pd,65,40.5959,-74.4901
montgomery-twp-nj-pd,Montgomery NJ PD,Montgomery,NJ,True,https://transparency.flocksafety.com/montgomery-twp-nj-pd,0,40.4168,-74.6525
new-brunswick-nj-pd,New Brunswick NJ PD,New Brunswick,NJ,True,https://transparency.flocksafety.com/new-brunswick-nj-pd,33,40.4867,-74.4444
bloomfield-nm-pd,Bloomfield NM PD,Bloomfield,NM,True,https://transparency.flocksafety.com/bloomfield-nm-pd,761,36.7433,-107.9739
las-cruces-nm-pd,Las Cruces NM PD,Las Cruces,NM,True,https://transparency.flocksafety.com/las-cruces-nm-pd,24,32.3264,-106.7897
carson-city-nv-so,Carson City NV SO,Carson City,NV,True,https://transparency.flocksafety.com/carson-city-nv-so,693,39.1531,-119.7474
city-of-las-vegas-nv-department-of-public-safety,Las Vegas Dept. Public Safety NV PD,Las Vegas Dept. Public Safety,NV,True,https://transparency.flocksafety.com/city-of-las-vegas-nv-department-of-public-safety,6,36.1716,-115.1391
las-vegas-metro-nv-pd,Las Vegas Metro NV PD,Las Vegas Metro,NV,True,https://transparency.flocksafety.com/las-vegas-metro-nv-pd,15,36.1716,-115.1391
mineral-county-nv-so,Mineral County NV SO,Mineral County,NV,True,https://transparency.flocksafety.com/mineral-county-nv-so,587,38.5166,-118.4163
reno-nv-pd,Reno NV PD,Reno,NV,True,https://transparency.flocksafety.com/reno-nv-pd,536,39.5491,-119.8499
sparks-nv-pd,Sparks NV PD,Sparks,NV,True,https://transparency.flocksafety.com/sparks-nv-pd,28,39.5743,-119.7152
storey-county-nv-so,Storey County NV SO,Storey County,NV,True,https://transparency.flocksafety.com/storey-county-nv-so,22,39.4384,-119.5246
amherst-town-ny-pd,Amherst NY PD,Amherst,NY,True,https://transparency.flocksafety.com/amherst-town-ny-pd,110,42.9625,-78.7467
cayuga-heights-village-ny-pd,Cayuga Heights NY PD,Cayuga Heights,NY,True,https://transparency.flocksafety.com/cayuga-heights-village-ny-pd,0,42.4677,-76.4884
cheektowaga-town-ny-pd,Cheektowaga NY PD,Cheektowaga,NY,True,https://transparency.flocksafety.com/cheektowaga-town-ny-pd,165,42.909,-78.7508
clarkstown-ny-pd,Clarkstown NY PD,Clarkstown,NY,True,https://transparency.flocksafety.com/clarkstown-ny-pd,145,41.126,-73.9595
columbia-county-ny-so,Columbia County NY SO,Columbia County,NY,True,https://transparency.flocksafety.com/columbia-county-ny-so,24,42.2477,-73.6267
dutchess-county-ny-so,Dutchess County NY SO,Dutchess County,NY,True,https://transparency.flocksafety.com/dutchess-county-ny-so,26,41.7548,-73.74
east-greenbush-ny-pd,East Greenbush NY PD,East Greenbush,NY,True,https://transparency.flocksafety.com/east-greenbush-ny-pd,144,42.5952,-73.705
east-hampton-village-ny-pd,East Hampton Village NY PD,East Hampton Village,NY,True,https://transparency.flocksafety.com/east-hampton-village-ny-pd,187,40.9515,-72.1961
elmira-city-ny-pd,Elmira NY PD,Elmira,NY,True,https://transparency.flocksafety.com/elmira-city-ny-pd,125,42.0934,-76.8096
hamburg-town-ny-pd,Hamburg NY PD,Hamburg,NY,True,https://transparency.flocksafety.com/hamburg-town-ny-pd,1601,42.7234,-78.8348
ithaca-city-ny-pd,Ithaca NY PD,Ithaca,NY,True,https://transparency.flocksafety.com/ithaca-city-ny-pd,7,42.4439,-76.5031
lancaster-ny-pd,Lancaster NY PD,Lancaster,NY,True,https://transparency.flocksafety.com/lancaster-ny-pd,74,42.9006,-78.6688
