slug,agency,city,state,is_portal,portal_url,connection_count,latitude,longitude
dunwoody-ga-pd,Dunwoody GA PD,Dunwoody,GA,True,https://transparency.flocksafety.com/dunwoody-ga-pd,82,33.9414,-84.3127
ellijay-ga-pd,Ellijay GA PD,Ellijay,GA,True,https://transparency.flocksafety.com/ellijay-ga-pd,122,34.6913,-84.4839
euharlee-ga-pd,Euharlee GA PD,Euharlee,GA,True,https://transparency.flocksafety.com/euharlee-ga-pd,370,34.1436,-84.9328
flock-pd,Flock PD GA PD,Flock PD,GA,True,https://transparency.flocksafety.com/flock-pd,0,32.1574,-82.9071
flock-safety-admins,Flock Safety Admins GA PD,Flock Safety Admins,GA,True,https://transparency.flocksafety.com/flock-safety-admins,0,32.1574,-82.9071
flock-safety-sales,Flock Safety Sales GA PD,Flock Safety Sales,GA,True,https://transparency.flocksafety.com/flock-safety-sales,0,33.7859,-84.4122
franklin-springs-ga-pd-,Franklin Springs GA PD,Franklin Springs,GA,True,https://transparency.flocksafety.com/franklin-springs-ga-pd-,390,34.2834,-83.1461
garden-city-ga-pd,Garden City GA PD,Garden City,GA,True,https://transparency.flocksafety.com/garden-city-ga-pd,760,32.0872,-81.1766
hall-county-ga-so,Hall County GA SO,Hall County,GA,True,https://transparency.flocksafety.com/hall-county-ga-so,112,34.3176,-83.8185
hiawassee-ga-pd,Hiawassee GA PD,Hiawassee,GA,True,https://transparency.flocksafety.com/hiawassee-ga-pd,387,34.9462,-83.7463
jackson-county-ga-so,Jackson County GA SO,Jackson County,GA,True,https://transparency.flocksafety.com/jackson-county-ga-so,1953,33.2924,-83.9678
johns-creek-ga-pd,Johns Creek GA PD,Johns Creek,GA,True,https://transparency.flocksafety.com/johns-creek-ga-pd,125,34.0327,-84.2038
jonesboro-ga-pd,Jonesboro GA PD,Jonesboro,GA,True,https://transparency.flocksafety.com/jonesboro-ga-pd,487,33.5208,-84.3547
kennesaw-ga-pd,Kennesaw GA PD,Kennesaw,GA,True,https://transparency.flocksafety.com/kennesaw-ga-pd,1683,34.0272,-84.6171
loganville-ga-pd,Loganville GA PD,Loganville,GA,True,https://transparency.flocksafety.com/loganville-ga-pd,110,33.8365,-83.8961
lovejoy-ga-pd,Lovejoy GA PD,Lovejoy,GA,True,https://transparency.flocksafety.com/lovejoy-ga-pd,365,33.4415,-84.3174
mcdonough-ga-pd,McDonough GA PD,McDonough,GA,True,https://transparency.flocksafety.com/mcdonough-ga-pd,1975,33.4422,-84.151
montezuma-ga-pd,Montezuma GA PD,Montezuma,GA,True,https://transparency.flocksafety.com/montezuma-ga-pd,1782,32.2973,-84.0191
newnan-ga-pd,Newnan GA PD,Newnan,GA,True,https://transparency.flocksafety.com/newnan-ga-pd,106,33.3797,-84.7712
oxford-ga-pd,Oxford GA PD,Oxford,GA,True,https://transparency.flocksafety.com/oxford-ga-pd,461,33.6284,-83.8723
port-wentworth-ga-pd,Port Wentworth GA PD,Port Wentworth,GA,True,https://transparency.flocksafety.com/port-wentworth-ga-pd,71,32.192,-81.2057
rabun-county-ga-so,Rabun County GA SO,Rabun County,GA,True,https://transparency.flocksafety.com/rabun-county-ga-so,2088,34.8839,-83.4049
rome-ga-pd,Rome GA PD,Rome,GA,True,https://transparency.flocksafety.com/rome-ga-pd,108,34.2661,-85.1861
rossville-ga-pd,Rossville GA PD,Rossville,GA,True,https://transparency.flocksafety.com/rossville-ga-pd,34,34.9758,-85.2896
roswell-ga-pd,Roswell GA PD,Roswell,GA,True,https://transparency.flocksafety.com/roswell-ga-pd,1793,34.0395,-84.3509
savannah-ga-pd,Savannah GA PD,Savannah,GA,True,https://transparency.flocksafety.com/savannah-ga-pd,1705,32.018,-81.1965
smyrna-ga-pd,Smyrna GA PD,Smyrna,GA,True,https://transparency.flocksafety.com/smyrna-ga-pd,58,33.8626,-84.5161
snellville-ga-pd,Snellville GA PD,Snellville,GA,True,https://transparency.flocksafety.com/snellville-ga-pd,1966,33.8602,-84.0063
temple-ga-pd,Temple GA PD,Temple,GA,True,https://transparency.flocksafety.com/temple-ga-pd,413,33.7332,-85.0273
thomas-county-ga-so,Thomas County GA SO,Thomas County,GA,True,https://transparency.flocksafety.com/thomas-county-ga-so,1547,30.8646,-83.9198
thomasville-ga-pd,Thomasville GA PD,Thomasville,GA,True,https://transparency.flocksafety.com/thomasville-ga-pd,1076,30.8394,-83.9788
thunderbolt-ga-pd,Thunderbolt GA PD,Thunderbolt,GA,True,https://transparency.flocksafety.com/thunderbolt-ga-pd,335,32.0357,-81.0492
warner-robins-ga-pd,Warner Robins GA PD,Warner Robins,GA,True,https://transparency.flocksafety.com/warner-robins-ga-pd,220,32.5971,-83.6539
woodstock-ga-pd,Woodstock GA PD,Woodstock,GA,True,https://transparency.flocksafety.com/woodstock-ga-pd,137,34.1031,-84.513
worth-county-ga-so,Worth County GA SO,Worth County,GA,True,https://transparency.flocksafety.com/worth-county-ga-so,1529,31.5518,-83.85
altoona-ia-pd,Altoona IA PD,Altoona,IA,True,https://transparency.flocksafety.com/altoona-ia-pd,235,41.6464,-93.4786
ankeny-ia-pd,Ankeny IA PD,Ankeny,IA,True,https://transparency.flocksafety.com/ankeny-ia-pd,216,41.7302,-93.6025
bettendorf-ia-pd,Bettendorf IA PD,Bettendorf,IA,True,https://transparency.flocksafety.com/bettendorf-ia-pd,18,41.5668,-90.4769
burlington-ia-pd,Burlington IA PD,Burlington,IA,True,https://transparency.flocksafety.com/burlington-ia-pd,133,40.8071,-91.1237
carlisle-ia-pd,Carlisle IA PD,Carlisle,IA,True,https://transparency.flocksafety.com/carlisle-ia-pd,188,41.5136,-93.4968
cedar-rapids-ia-pd,Cedar Rapids IA PD,Cedar Rapids,IA,True,https://transparency.flocksafety.com/cedar-rapids-ia-pd,637,41.9659,-91.6789
clarke-county-ia-so,Clarke County IA SO,Clarke County,IA,True,https://transparency.flocksafety.com/clarke-county-ia-so,15,41.0297,-93.7853
clear-lake-ia-pd,Clear Lake IA PD,Clear Lake,IA,True,https://transparency.flocksafety.com/clear-lake-ia-pd,52,43.1351,-93.3737
clinton-ia-pd,Clinton IA PD,Clinton,IA,True,https://transparency.flocksafety.com/clinton-ia-pd,151,41.8424,-90.2428
clive-ia-pd,Clive IA PD,Clive,IA,True,https://transparency.flocksafety.com/clive-ia-pd,259,41.6132,-93.7979
coralville-ia-pd,Coralville IA PD,Coralville,IA,True,https://transparency.flocksafety.com/coralville-ia-pd,30,41.6988,-91.5968
council-bluffs-ia-pd,Council Bluffs IA PD,Council Bluffs,IA,True,https://transparency.flocksafety.com/council-bluffs-ia-pd,126,41.236,-95.8532
davenport-ia-pd,Davenport IA PD,Davenport,IA,True,https://transparency.flocksafety.com/davenport-ia-pd,1140,41.5568,-90.6039
dewitt-ia-pd,DeWitt IA PD,DeWitt,IA,True,https://transparency.flocksafety.com/dewitt-ia-pd,29,41.8227,-90.5441
dubuque-ia-pd,Dubuque IA PD,Dubuque,IA,True,https://transparency.flocksafety.com/dubuque-ia-pd,148,42.4989,-90.7073
earlham-ia-pd,Earlham IA PD,Earlham,IA,True,https://transparency.flocksafety.com/earlham-ia-pd,869,41.4944,-94.1223
indianola-ia-pd,Indianola IA PD,Indianola,IA,True,https://transparency.flocksafety.com/indianola-ia-pd,0,41.363,-93.5655
iowa-state-university-ia-pd,Iowa State University IA PD,,IA,True,https://transparency.flocksafety.com/iowa-state-university-ia-pd,123,42.0267,-93.6465
johnson-county-ia-so,Johnson County IA SO,Johnson County,IA,True,https://transparency.flocksafety.com/johnson-county-ia-so,3,41.6707,-91.5905
johnston-ia-pd,Johnston IA PD,Johnston,IA,True,https://transparency.flocksafety.com/johnston-ia-pd,124,41.6919,-93.7245
le-mars-ia-pd,Le Mars IA PD,Le Mars,IA,True,https://transparency.flocksafety.com/le-mars-ia-pd,56,42.7815,-96.1733
mar-mac-ia-pd,Mar Mac IA PD,Mar Mac,IA,True,https://transparency.flocksafety.com/mar-mac-ia-pd,156,43.0461,-91.1869
newton-ia-pd,Newton IA PD,Newton,IA,True,https://transparency.flocksafety.com/newton-ia-pd,91,41.6963,-93.0405
north-liberty-ia-pd,North Liberty IA PD,North Liberty,IA,True,https://transparency.flocksafety.com/north-liberty-ia-pd,167,41.7436,-91.6112
norwalk-ia-pd,Norwalk IA PD,Norwalk,IA,True,https://transparency.flocksafety.com/norwalk-ia-pd,55,41.4837,-93.6955
pleasant-hill-ia-pd,Pleasant Hill IA PD,Pleasant Hill,IA,True,https://transparency.flocksafety.com/pleasant-hill-ia-pd,141,41.5991,-93.505
polk-city-ia-pd,Polk City IA PD,Polk City,IA,True,https://transparency.flocksafety.com/polk-city-ia-pd,60,41.7818,-93.7226
polk-county-conservation-ia,Polk County Conservation IA SO,Polk County Conservation,IA,True,https://transparency.flocksafety.com/polk-county-conservation-ia,11,41.6278,-93.5003
sioux-city-ia-pd,Sioux City IA PD,Sioux City,IA,True,https://transparency.flocksafety.com/sioux-city-ia-pd,229,42.4953,-96.3899
ia-storm-lake-pd,Storm Lake IA PD,Storm Lake,IA,True,https://transparency.flocksafety.com/ia-storm-lake-pd,195,42.643,-95.1965
story-county-ia-so,Story County IA SO,Story County,IA,True,https://transparency.flocksafety.com/story-county-ia-so,3,42.0375,-93.4661
university-of-iowa-pd-ia,University of Iowa IA PD,,IA,True,https://transparency.flocksafety.com/university-of-iowa-pd-ia,60,41.6627,-91.555
urbandale-ia-pd,Urbandale IA PD,Urbandale,IA,True,https://transparency.flocksafety.com/urbandale-ia-pd,91,41.6368,-93.7798
washington-ia-pd,Washington IA PD,Washington,IA,True,https://transparency.flocksafety.com/washington-ia-pd,1052,41.2979,-91.6937
waukee-ia-pd,Waukee IA PD,Waukee,IA,True,https://transparency.flocksafety.com/waukee-ia-pd,113,41.5905,-93.8828
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,True,https://transparency.flocksafety.com/west-des-moines-ia-pd,1421,41.5499,-93.7814
bannock-county-id-so,Bannock County ID SO,Bannock County,ID,True,https://transparency.flocksafety.com/bannock-county-id-so,28,42.6929,-112.229
bellevue-id-pd-,Bellevue ID PD,Bellevue,ID,True,https://transparency.flocksafety.com/bellevue-id-pd-,20,43.469,-114.2551
caldwell-id-pd-,Caldwell ID PD,Caldwell,ID,True,https://transparency.flocksafety.com/caldwell-id-pd-,25,43.6459,-116.6593
idaho-falls-id-pd,Idaho Falls ID PD,Idaho Falls,ID,True,https://transparency.flocksafety.com/idaho-falls-id-pd,481,43.4889,-112.0363
pocatello-id-pd,Pocatello ID PD,Pocatello,ID,True,https://transparency.flocksafety.com/pocatello-id-pd,28,42.8727,-112.4638
st-anthony-id-pd-,St Anthony ID PD,St Anthony,ID,True,https://transparency.flocksafety.com/st-anthony-id-pd-,160,43.9663,-111.6822
twin-falls-id-pd,Twin Falls ID PD,Twin Falls,ID,True,https://transparency.flocksafety.com/twin-falls-id-pd,13,42.5647,-114.4606
arlington-heights-il-pd-,Arlington Heights IL PD,Arlington Heights,IL,True,https://transparency.flocksafety.com/arlington-heights-il-pd-,73,42.0974,-87.9817
aviston-il-pd,Aviston IL PD,Aviston,IL,True,https://transparency.flocksafety.com/aviston-il-pd,779,38.626,-89.6134
bartlett-il-pd,Bartlett IL PD,Bartlett,IL,True,https://transparency.flocksafety.com/bartlett-il-pd,467,41.9606,-88.1777
beardstown-il-pd,Beardstown IL PD,Beardstown,IL,True,https://transparency.flocksafety.com/beardstown-il-pd,291,40.0101,-90.4311
beecher-il-pd,Beecher IL PD,Beecher,IL,True,https://transparency.flocksafety.com/beecher-il-pd,552,41.35,-87.6173
berwyn-il-pd,Berwyn IL PD,Berwyn,IL,True,https://transparency.flocksafety.com/berwyn-il-pd,74,41.8433,-87.7909
bethany-il-pd,Bethany IL PD,Bethany,IL,True,https://transparency.flocksafety.com/bethany-il-pd,92,39.6442,-88.7409
village-of-bloomingdale-il-pd,Bloomingdale IL PD,Bloomingdale,IL,True,https://transparency.flocksafety.com/village-of-bloomingdale-il-pd,442,41.9515,-88.0891
blue-island-il-pd,Blue Island IL PD,Blue Island,IL,True,https://transparency.flocksafety.com/blue-island-il-pd,418,41.6576,-87.6811
bolingbrook-il-pd,Bolingbrook IL PD,Bolingbrook,IL,True,https://transparency.flocksafety.com/bolingbrook-il-pd,130,41.6881,-88.101
bourbonnais-il-pd,Bourbonnais IL PD,Bourbonnais,IL,True,https://transparency.flocksafety.com/bourbonnais-il-pd,1388,41.183,-87.8785
bradley-il-pd,Bradley IL PD,Bradley,IL,True,https://transparency.flocksafety.com/bradley-il-pd,1585,41.1642,-87.8451
breese-il-pd,Breese IL PD,Breese,IL,True,https://transparency.flocksafety.com/breese-il-pd,1580,38.6138,-89.5237
burr-ridge-il-pd,Burr Ridge IL PD,Burr Ridge,IL,True,https://transparency.flocksafety.com/burr-ridge-il-pd,1620,41.7479,-87.9201
carlyle-il-pd,Carlyle IL PD,Carlyle,IL,True,https://transparency.flocksafety.com/carlyle-il-pd,1326,38.6223,-89.3754
casey-il-pd,Casey IL PD,Casey,IL,True,https://transparency.flocksafety.com/casey-il-pd,825,39.3054,-87.9853
cass-county-il-so,Cass County IL SO,Cass County,IL,True,https://transparency.flocksafety.com/cass-county-il-so,410,39.9692,-90.2457
champaign-il-pd,Champaign IL PD,Champaign,IL,True,https://transparency.flocksafety.com/champaign-il-pd,148,40.1141,-88.2746
chatham-il-pd,Chatham IL PD,Chatham,IL,True,https://transparency.flocksafety.com/chatham-il-pd,1537,39.6745,-89.6933
cortland-il-pd,Cortland IL PD,Cortland,IL,True,https://transparency.flocksafety.com/cortland-il-pd,432,41.9372,-88.6893
crystal-lake-il-pd,Crystal Lake IL PD,Crystal Lake,IL,True,https://transparency.flocksafety.com/crystal-lake-il-pd,1510,42.2332,-88.3344
darien-il-pd,Darien IL PD,Darien,IL,True,https://transparency.flocksafety.com/darien-il-pd,500,41.7457,-87.9815
dekalb-il-pd,DeKalb IL PD,DeKalb,IL,True,https://transparency.flocksafety.com/dekalb-il-pd,305,41.9289,-88.7464
dwight-il-pd,Dwight IL PD,Dwight,IL,True,https://transparency.flocksafety.com/dwight-il-pd,55,41.0987,-88.4221
east-peoria-il-pd,East Peoria IL PD,East Peoria,IL,True,https://transparency.flocksafety.com/east-peoria-il-pd,130,40.6734,-89.5418
effingham-il-pd,Effingham IL PD,Effingham,IL,True,https://transparency.flocksafety.com/effingham-il-pd,466,39.1198,-88.5509
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,True,https://transparency.flocksafety.com/elmwood-park-il-pd,433,41.9225,-87.8163
eureka-il-pd-,Eureka IL PD,Eureka,IL,True,https://transparency.flocksafety.com/eureka-il-pd-,0,40.714,-89.277
evanston-il-pd,Evanston IL PD,Evanston,IL,True,https://transparency.flocksafety.com/evanston-il-pd,0,42.0464,-87.6944
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,True,https://transparency.flocksafety.com/evergreen-park-il-pd,481,41.7213,-87.7013
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,True,https://transparency.flocksafety.com/flossmoor-il-pd,510,41.5391,-87.6857
franklin-county-il-so,Franklin County IL SO,Franklin County,IL,True,https://transparency.flocksafety.com/franklin-county-il-so,203,37.9919,-88.9263
galesburg-il-pd,Galesburg IL PD,Galesburg,IL,True,https://transparency.flocksafety.com/galesburg-il-pd,148,40.9502,-90.3766
geneseo-il-pd-,Geneseo IL PD,Geneseo,IL,True,https://transparency.flocksafety.com/geneseo-il-pd-,391,41.4513,-90.1548
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,True,https://transparency.flocksafety.com/glen-ellyn-il-pd,400,41.8667,-88.0627
glencoe-il-pd,Glencoe IL PD,Glencoe,IL,True,https://transparency.flocksafety.com/glencoe-il-pd,238,42.1345,-87.7632
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,True,https://transparency.flocksafety.com/glendale-heights-il-pd,528,41.9189,-88.0781
gurnee-il-pd,Gurnee IL PD,Gurnee,IL,True,https://transparency.flocksafety.com/gurnee-il-pd,171,42.3701,-87.9368
hanover-park-il-pd-,Hanover Park IL PD,Hanover Park,IL,True,https://transparency.flocksafety.com/hanover-park-il-pd-,253,41.9825,-88.1429
harvey-il-pd,Harvey IL PD,Harvey,IL,True,https://transparency.flocksafety.com/harvey-il-pd,163,41.6076,-87.652
herrin-il-pd,Herrin IL PD,Herrin,IL,True,https://transparency.flocksafety.com/herrin-il-pd,1445,37.7984,-89.0306
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,True,https://transparency.flocksafety.com/hinckley-il-pd,1236,41.7714,-88.6404
hoffman-estates-il-pd,Hoffman Estates IL PD,Hoffman Estates,IL,True,https://transparency.flocksafety.com/hoffman-estates-il-pd,123,42.0652,-88.153
inverness-il-pd,Inverness IL PD,Inverness,IL,True,https://transparency.flocksafety.com/inverness-il-pd,522,42.1151,-88.1009
itasca-il-pd,Itasca IL PD,Itasca,IL,True,https://transparency.flocksafety.com/itasca-il-pd,77,41.9766,-88.0188
kane-county-il-so,Kane County IL SO,Kane County,IL,True,https://transparency.flocksafety.com/kane-county-il-so,590,41.9396,-88.428
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,True,https://transparency.flocksafety.com/kildeer-il-pd,355,42.1814,-88.0489
knox-county-il-so,Knox County IL SO,Knox County,IL,True,https://transparency.flocksafety.com/knox-county-il-so,1647,40.9309,-90.2138
lake-bluff-il-pd-,Lake Bluff IL PD,Lake Bluff,IL,True,https://transparency.flocksafety.com/lake-bluff-il-pd-,100,42.2827,-87.8523
lake-zurich-il-pd,Lake Zurich IL PD,Lake Zurich,IL,True,https://transparency.flocksafety.com/lake-zurich-il-pd,127,42.195,-88.0877
leroy-il-pd,LeRoy IL PD,LeRoy,IL,True,https://transparency.flocksafety.com/leroy-il-pd,63,40.352,-88.7642
lombard-il-pd,Lombard IL PD,Lombard,IL,True,https://transparency.flocksafety.com/lombard-il-pd,544,41.8738,-88.0155
manteno-il-pd,Manteno IL PD,Manteno,IL,True,https://transparency.flocksafety.com/manteno-il-pd,526,41.2478,-87.8443
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,True,https://transparency.flocksafety.com/marseilles-il-pd,531,41.2822,-88.6814
marshall-il-pd,Marshall IL PD,Marshall,IL,True,https://transparency.flocksafety.com/marshall-il-pd,336,39.3995,-87.6912
mchenry-il-pd,McHenry IL PD,McHenry,IL,True,https://transparency.flocksafety.com/mchenry-il-pd,487,42.3362,-88.2917
metamora-il-pd,Metamora IL PD,Metamora,IL,True,https://transparency.flocksafety.com/metamora-il-pd,842,40.795,-89.3684
metropolis-il-pd,Metropolis IL PD,Metropolis,IL,True,https://transparency.flocksafety.com/metropolis-il-pd,1094,37.1496,-88.6874
morton-grove-il-pd,Morton Grove IL PD,Morton Grove,IL,True,https://transparency.flocksafety.com/morton-grove-il-pd,177,42.0423,-87.789
morton-il-pd,Morton IL PD,Morton,IL,True,https://transparency.flocksafety.com/morton-il-pd,524,40.6137,-89.4668
mundelein-il-pd,Mundelein IL PD,Mundelein,IL,True,https://transparency.flocksafety.com/mundelein-il-pd,173,42.2691,-88.0115
naperville-il-pd,Naperville IL PD,Naperville,IL,True,https://transparency.flocksafety.com/naperville-il-pd,467,41.7492,-88.162
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,True,https://transparency.flocksafety.com/new-lenox-il-pd,604,41.51,-87.97
niles-il-pd,Niles IL PD,Niles,IL,True,https://transparency.flocksafety.com/niles-il-pd,492,42.0279,-87.81
normal-il-pd-,Normal IL PD,Normal,IL,True,https://transparency.flocksafety.com/normal-il-pd-,232,40.5197,-88.9907
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,True,https://transparency.flocksafety.com/oak-lawn-il-pd,1647,41.7139,-87.7528
oak-park-il-pd,Oak Park IL PD,Oak Park,IL,True,https://transparency.flocksafety.com/oak-park-il-pd,25,41.8872,-87.7899
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,True,https://transparency.flocksafety.com/ottawa-il-pd,1404,41.354,-88.8234
palatine-il-pd,Palatine IL PD,Palatine,IL,True,https://transparency.flocksafety.com/palatine-il-pd,55,42.1165,-88.0444
palos-hills-il-pd,Palos Hills IL PD,Palos Hills,IL,True,https://transparency.flocksafety.com/palos-hills-il-pd,133,41.7007,-87.8253
palos-park-il-pd,Palos Park IL PD,Palos Park,IL,True,https://transparency.flocksafety.com/palos-park-il-pd,154,41.6662,-87.8296
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,True,https://transparency.flocksafety.com/park-ridge-il-pd,425,42.0118,-87.8434
paxton-il-pd-,Paxton IL PD,Paxton,IL,True,https://transparency.flocksafety.com/paxton-il-pd-,471,40.4563,-88.1034
pekin-il-pd,Pekin IL PD,Pekin,IL,True,https://transparency.flocksafety.com/pekin-il-pd,453,40.5688,-89.6251
peotone-il-pd-,Peotone IL PD,Peotone,IL,True,https://transparency.flocksafety.com/peotone-il-pd-,170,41.3307,-87.7963
village-of-pingree-grove-il-pd,Pingree Grove IL PD,Pingree Grove,IL,True,https://transparency.flocksafety.com/village-of-pingree-grove-il-pd,337,42.0876,-88.436
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,True,https://transparency.flocksafety.com/pontiac-il-pd,462,40.8893,-88.6414
prospect-heights-il-pd,Prospect Heights IL PD,Prospect Heights,IL,True,https://transparency.flocksafety.com/prospect-heights-il-pd,504,42.1037,-87.929
quincy-il-pd,Quincy IL PD,Quincy,IL,True,https://transparency.flocksafety.com/quincy-il-pd,207,39.9337,-91.3793
rantoul-il-pd,Rantoul IL PD,Rantoul,IL,True,https://transparency.flocksafety.com/rantoul-il-pd,138,40.3026,-88.1549
river-grove-il-pd-,River Grove IL PD,River Grove,IL,True,https://transparency.flocksafety.com/river-grove-il-pd-,530,41.9243,-87.8379
riverwoods-il-pd,Riverwoods IL PD,Riverwoods,IL,True,https://transparency.flocksafety.com/riverwoods-il-pd,238,42.1729,-87.8949
rolling-meadows-il-pd,Rolling Meadows IL PD,Rolling Meadows,IL,True,https://transparency.flocksafety.com/rolling-meadows-il-pd,569,42.0749,-88.0254
romeoville-il-pd,Romeoville IL PD,Romeoville,IL,True,https://transparency.flocksafety.com/romeoville-il-pd,165,41.6279,-88.1012
roselle-il-pd-,Roselle IL PD,Roselle,IL,True,https://transparency.flocksafety.com/roselle-il-pd-,552,41.9802,-88.0859
round-lake-park-il-pd,Round Lake Park IL PD,Round Lake Park,IL,True,https://transparency.flocksafety.com/round-lake-park-il-pd,349,42.3407,-88.0812
sangamon-county-il-so,Sangamon County IL SO,Sangamon County,IL,True,https://transparency.flocksafety.com/sangamon-county-il-so,1723,39.7569,-89.6624
springfield-il-pd,Springfield IL PD,Springfield,IL,True,https://transparency.flocksafety.com/springfield-il-pd,74,39.7911,-89.6446
st-charles-il-pd,St Charles IL PD,St. Charles,IL,True,https://transparency.flocksafety.com/st-charles-il-pd,570,41.9194,-88.3107
sterling-il-pd,Sterling IL PD,Sterling,IL,True,https://transparency.flocksafety.com/sterling-il-pd,137,41.7997,-89.6959
streator-il-pd,Streator IL PD,Streator,IL,True,https://transparency.flocksafety.com/streator-il-pd,60,41.125,-88.8296
sugar-grove-il-pd-,Sugar Grove IL PD,Sugar Grove,IL,True,https://transparency.flocksafety.com/sugar-grove-il-pd-,53,41.7686,-88.4489
university-of-illinois-at-urbanachampaign-il-pd,University of Illinois Urbana-Champaign IL PD,,IL,True,https://transparency.flocksafety.com/university-of-illinois-at-urbanachampaign-il-pd,209,40.0985,-88.2291
vernon-hills-il-pd,Vernon Hills IL PD,Vernon Hills,IL,True,https://transparency.flocksafety.com/vernon-hills-il-pd,105,42.2344,-87.9611
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,True,https://transparency.flocksafety.com/warrenville-il-pd,532,41.821,-88.1875
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,True,https://transparency.flocksafety.com/wauconda-il-pd,1538,42.277,-88.1353
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,True,https://transparency.flocksafety.com/willowbrook-il-pd,547,41.7673,-87.9421
wilmette-il-pd-,Wilmette IL PD,Wilmette,IL,True,https://transparency.flocksafety.com/wilmette-il-pd-,251,42.0773,-87.7286
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,True,https://transparency.flocksafety.com/wilmington-il-pd,548,41.3194,-88.1602
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,True,https://transparency.flocksafety.com/woodridge-il-pd,544,41.7374,-88.0441
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,True,https://transparency.flocksafety.com/woodstock-il-pd,543,42.3095,-88.4353
allen-county-in-so,Allen County IN SO,Allen County,IN,True,https://transparency.flocksafety.com/allen-county-in-so,997,41.0919,-85.0718
auburn-in-pd,Auburn IN PD,Auburn,IN,True,https://transparency.flocksafety.com/auburn-in-pd,99,41.3676,-85.055
avon-in-pd,Avon IN PD,Avon,IN,True,https://transparency.flocksafety.com/avon-in-pd,169,39.7607,-86.3941
blackford-county-in-so,Blackford County IN SO,Blackford County,IN,True,https://transparency.flocksafety.com/blackford-county-in-so,287,40.4727,-85.3237
bluffton-in-pd,Bluffton IN PD,Bluffton,IN,True,https://transparency.flocksafety.com/bluffton-in-pd,43,40.7435,-85.1721
boone-county-in-so,Boone County IN SO,Boone County,IN,True,https://transparency.flocksafety.com/boone-county-in-so,2148,40.0509,-86.469
bremen-in-pd,Bremen IN PD,Bremen,IN,True,https://transparency.flocksafety.com/bremen-in-pd,63,41.4488,-86.1507
cedar-lake-in-pd,Cedar Lake IN PD,Cedar Lake,IN,True,https://transparency.flocksafety.com/cedar-lake-in-pd,37,41.3723,-87.442
corydon-in-pd,Corydon IN PD,Corydon,IN,True,https://transparency.flocksafety.com/corydon-in-pd,481,38.2129,-86.1256
delphi-in-pd,Delphi IN PD,Delphi,IN,True,https://transparency.flocksafety.com/delphi-in-pd,1805,40.5834,-86.6668
evansville-in-pd,Evansville IN PD,Evansville,IN,True,https://transparency.flocksafety.com/evansville-in-pd,158,37.9877,-87.5347
fort-wayne-in-pd-,Fort Wayne IN PD,Fort Wayne,IN,True,https://transparency.flocksafety.com/fort-wayne-in-pd-,160,41.0891,-85.1439
greene-county-in-so,Greene County IN SO,Greene County,IN,True,https://transparency.flocksafety.com/greene-county-in-so,372,39.0471,-87.0048
greenfield-in-pd,Greenfield IN PD,Greenfield,IN,True,https://transparency.flocksafety.com/greenfield-in-pd,2141,39.7933,-85.7725
greenwood-in-pd,Greenwood IN PD,Greenwood,IN,True,https://transparency.flocksafety.com/greenwood-in-pd,2027,39.603,-86.1085
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,True,https://transparency.flocksafety.com/hancock-county-in-so,3098,39.8225,-85.7732
hartford-city-in-pd,Hartford City IN PD,Hartford City,IN,True,https://transparency.flocksafety.com/hartford-city-in-pd,352,40.4537,-85.3732
hendricks-county-in-so,Hendricks County IN SO,Hendricks County,IN,True,https://transparency.flocksafety.com/hendricks-county-in-so,40,39.769,-86.5099
johnson-county-in-so,Johnson County IN SO,Johnson County,IN,True,https://transparency.flocksafety.com/johnson-county-in-so,118,39.4961,-86.0943
kosciusko-county-in-so,Kosciusko County IN SO,Kosciusko County,IN,True,https://transparency.flocksafety.com/kosciusko-county-in-so,56,41.2443,-85.8616
lafayette-pd-in,Lafayette IN PD,Lafayette,IN,True,https://transparency.flocksafety.com/lafayette-pd-in,2147,40.3994,-86.8628
martinsville-in-pd,Martinsville IN PD,Martinsville,IN,True,https://transparency.flocksafety.com/martinsville-in-pd,82,39.4147,-86.4317
