data_owner_slug,data_owner_agency,data_owner_city,data_owner_state,agency_with_access_slug,agency_with_access,agency_with_access_city,agency_with_access_state,relationship,owner_portal_url,source,source_generated_at
st-francois-county-mo-so,St. Francois County MO SO,St. Francois County,MO,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/st-francois-county-mo-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
st-francois-county-mo-so,St. Francois County MO SO,St. Francois County,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/st-francois-county-mo-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
st-francois-county-mo-so,St. Francois County MO SO,St. Francois County,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/st-francois-county-mo-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
sylvania-oh-pd,Sylvania OH PD,Sylvania,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/sylvania-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
sylvania-oh-pd,Sylvania OH PD,Sylvania,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/sylvania-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
sylvania-oh-pd,Sylvania OH PD,Sylvania,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/sylvania-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
sylvania-oh-pd,Sylvania OH PD,Sylvania,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/sylvania-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
thornton-co-pd,Thornton CO PD,Thornton,CO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/thornton-co-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
tipp-city-oh-pd,Tipp City OH PD,Tipp City,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/tipp-city-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
tipp-city-oh-pd,Tipp City OH PD,Tipp City,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/tipp-city-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
toledo-oh-pd,Toledo OH PD,Toledo,OH,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/toledo-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
toledo-oh-pd,Toledo OH PD,Toledo,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/toledo-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
toledo-oh-pd,Toledo OH PD,Toledo,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/toledo-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
toledo-oh-pd,Toledo OH PD,Toledo,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/toledo-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
toledo-oh-pd,Toledo OH PD,Toledo,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/toledo-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
twinsburg-oh-pd,Twinsburg OH PD,Twinsburg,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/twinsburg-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
twinsburg-oh-pd,Twinsburg OH PD,Twinsburg,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/twinsburg-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
twinsburg-oh-pd,Twinsburg OH PD,Twinsburg,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/twinsburg-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
twinsburg-oh-pd,Twinsburg OH PD,Twinsburg,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/twinsburg-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/warrenville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/warrenville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/warrenville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/warrenville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrenville-il-pd,Warrenville IL PD,Warrenville,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/warrenville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
washington-ia-pd,Washington IA PD,Washington,IA,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/washington-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
waterville-oh-pd,Waterville OH PD,Waterville,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/waterville-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
waterville-oh-pd,Waterville OH PD,Waterville,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/waterville-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
waterville-oh-pd,Waterville OH PD,Waterville,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/waterville-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
waterville-oh-pd,Waterville OH PD,Waterville,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/waterville-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wauconda-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wauconda-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wauconda-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wauconda-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wauconda-il-pd,Wauconda IL PD,Wauconda,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wauconda-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
webster-groves-mo-pd,Webster Groves MO PD,Webster Groves,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/webster-groves-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
webster-groves-mo-pd,Webster Groves MO PD,Webster Groves,MO,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/webster-groves-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
webster-groves-mo-pd,Webster Groves MO PD,Webster Groves,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/webster-groves-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
webster-groves-mo-pd,Webster Groves MO PD,Webster Groves,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/webster-groves-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wentzville-mo-pd,Wentzville MO PD,Wentzville,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wentzville-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wentzville-mo-pd,Wentzville MO PD,Wentzville,MO,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wentzville-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wentzville-mo-pd,Wentzville MO PD,Wentzville,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wentzville-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wentzville-mo-pd,Wentzville MO PD,Wentzville,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wentzville-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
west-des-moines-ia-pd,West Des Moines IA PD,West Des Moines,IA,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/west-des-moines-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
westfield-in-pd,Westfield IN PD,Westfield,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/westfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
westfield-in-pd,Westfield IN PD,Westfield,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/westfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
westfield-in-pd,Westfield IN PD,Westfield,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/westfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
westfield-in-pd,Westfield IN PD,Westfield,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/westfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
westfield-in-pd,Westfield IN PD,Westfield,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/westfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
whitestown-in-pd,Whitestown IN PD,Whitestown,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/whitestown-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willowbrook-il-pd,Willowbrook IL PD,Willowbrook,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/willowbrook-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wilmington-il-pd,Wilmington IL PD,Wilmington,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wilmington-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
winnebago-county-wi-so,Winnebago County WI SO,Winnebago County,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/winnebago-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
winnebago-county-wi-so,Winnebago County WI SO,Winnebago County,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/winnebago-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
winnebago-county-wi-so,Winnebago County WI SO,Winnebago County,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/winnebago-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodridge-il-pd,Woodridge IL PD,Woodridge,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
woodstock-il-pd,Woodstock IL PD,Woodstock,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/woodstock-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wright-city-mo-pd,Wright City MO PD,Wright City,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wright-city-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wright-city-mo-pd,Wright City MO PD,Wright City,MO,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wright-city-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wright-city-mo-pd,Wright City MO PD,Wright City,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wright-city-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wright-city-mo-pd,Wright City MO PD,Wright City,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wright-city-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wyoming-mi-pd,Wyoming MI PD,Wyoming,MI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wyoming-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wyoming-mi-pd,Wyoming MI PD,Wyoming,MI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wyoming-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
wyoming-mi-pd,Wyoming MI PD,Wyoming,MI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/wyoming-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
bloomingdale-il-pd,bloomingdale-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delhi-oh-pd,delhi-oh-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delhi-oh-pd,delhi-oh-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delhi-oh-pd,delhi-oh-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delhi-oh-pd,delhi-oh-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
geneseo-il-pd,geneseo-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
geneseo-il-pd,geneseo-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
geneseo-il-pd,geneseo-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
geneseo-il-pd,geneseo-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
